order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,gross_merchandise_value,freight_value,item_count,seller_count,payment_value,payment_installments,payment_types,review_score,review_count,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,actual_delivery_days,promised_delivery_days,is_late,net_revenue
7d0a7957897551b77224fc297e8f6046,b8936eebb611c6af9b609ed39594c33a,delivered,2017-03-01 00:01:30,2017-03-01 00:50:26,2017-03-01 13:10:42,2017-04-17 09:25:16,2017-04-03,29.9,22.28,1,1,52.18,1,1,1.0,1.0,426f0839fbb0679c6f1ef8f80cc30c66,78048,cuiaba,MT,47.39150462962963,32.998958333333334,1,52.18
31a606477f15f8ff5f8417bb46f83a5e,94889e991b908bed85be6550b6f60e11,delivered,2017-03-01 00:12:13,2017-03-02 03:42:00,2017-03-03 09:13:48,2017-03-07 10:51:01,2017-03-20,39.0,10.96,1,1,49.96,1,1,4.0,1.0,d5536cc12141c60bcf4e85b3aaef9cf6,7190,guarulhos,SP,6.443611111111111,18.991516203703704,0,49.96
b80d00e60a179d02f242e3f420023c78,283081efda8421b64dceba3e98ed43ab,delivered,2017-03-01 00:44:11,2017-03-02 03:50:28,2017-03-08 15:43:14,2017-03-18 10:24:45,2017-03-28,99.9,18.13,1,1,118.03,1,1,5.0,1.0,82de75a058df73a76fe7f2c2021f79fe,45650,ilheus,BA,17.403171296296296,26.96931712962963,0,118.03
7aa50aad959e4345b45b9732bc346a6e,f0426deff141dffab4da4832186f4a36,delivered,2017-03-01 02:16:01,2017-03-02 04:03:43,2017-03-03 14:01:24,2017-03-06 15:34:28,2017-03-28,27.0,16.05,1,1,43.05,1,1,5.0,1.0,12072fd221c97ff598515f5a8b94d08e,4278,sao paulo,SP,5.554479166666667,26.905543981481483,0,43.05
5317d6f0c0b5822201596d8f4aabdc6e,061ef7eda5cb54d9ccde7f54ea98f7fc,delivered,2017-03-01 06:24:20,2017-03-03 06:45:15,2017-03-03 12:18:00,2017-03-14 15:52:24,2017-03-24,158.9,29.28,1,1,188.18,1,1,4.0,1.0,336a58bfc72c8a05d6f17fe74a7ecda4,30830,belo horizonte,MG,13.394490740740741,22.733101851851853,0,188.18
450c49623c365a4edcf0c5a2c93aa7c9,5a1739996fb7a15067fa38c3a0a1097e,delivered,2017-03-01 08:08:10,2017-03-02 15:32:28,2017-03-03 13:42:55,2017-03-08 10:26:04,2017-03-29,35.0,14.52,1,1,49.52,1,1,3.0,2.0,e23daf58ce481f3d38066e654ef610cb,36800,carangola,MG,7.0957638888888885,27.66099537037037,0,49.519999999999996
04d93c61c57f9d6d4886adce5a64a9b0,606b9b7f9b4d451c3824adc8386d0557,delivered,2017-03-01 08:28:57,2017-03-01 16:35:18,2017-03-02 13:01:40,2017-03-07 07:53:41,2017-03-20,128.8,18.259999999999998,2,1,147.06,1,1,4.0,1.0,06b609212808563b18a3f818b86dd01d,5858,sao paulo,SP,5.975509259259259,18.6465625,0,147.06
b9b6258fd7df83978bd49c201c288953,44396769f53f5560ba348bce5147c79a,delivered,2017-03-01 08:32:00,2017-03-03 02:30:32,2017-03-03 13:41:57,2017-03-15 16:27:56,2017-03-24,49.9,17.09,1,1,66.99,1,1,4.0,1.0,00a218ea82c458456098caa1c4a7e796,36640,mar de espanha,MG,14.330509259259259,22.644444444444446,0,66.99
e9e2effacedebc11741ec26027686fe9,eeb35afbdf6ec4f7409b604d5ef4dfd4,delivered,2017-03-01 08:47:36,2017-03-01 09:02:21,2017-03-02 08:28:50,2017-03-14 11:17:28,2017-03-20,29.99,10.96,1,1,40.95,4,1,3.0,1.0,1192a91a937b41d58f344c8f1a656ba5,18380,ribeira,SP,13.104074074074074,18.63361111111111,0,40.95
af32211fd3ca6faa65dcf8f3bd3f53bb,258d6e98cdbae7ca4da08233d45cd8b6,delivered,2017-03-01 09:02:58,2017-03-03 02:35:33,2017-03-03 10:47:13,2017-03-07 13:38:05,2017-03-30,20.0,10.96,1,1,30.96,1,1,5.0,1.0,0994ff158bd7077768218cb0cc7aa315,13880,vargem grande do sul,SP,6.19105324074074,28.622939814814814,0,30.96
bf5a44a0843a026ecf32a63d882550f5,9c296bfe22d67feac315424199ca7b3d,delivered,2017-03-01 09:13:57,2017-03-01 09:25:10,2017-03-03 14:18:38,2017-03-08 10:26:02,2017-03-27,157.0,21.18,1,1,178.18,2,1,4.0,1.0,736f7df93859546941f8c66c4443162a,37190,tres pontas,MG,7.05005787037037,25.6153125,0,178.18
26de0ad903879b7f28b74d5f60426198,b51839b045d441da8da60ea3eee3a3e1,delivered,2017-03-01 09:25:31,2017-03-01 09:35:20,2017-03-03 08:23:57,2017-03-12 08:16:02,2017-03-30,29.0,20.8,1,1,49.8,1,1,5.0,1.0,17f976b8ef22a1bdd5a00baf0e91500e,41310,salvador,BA,10.951747685185186,28.607280092592593,0,49.8
21b97cd3f3ef1ede9e0f4e56103a476c,be2d7e9ecae8f1917dca505e18bd27df,delivered,2017-03-01 09:26:18,2017-03-02 04:03:05,2017-03-02 11:35:07,2017-03-11 08:35:51,2017-03-20,98.99,15.8,1,1,114.79,1,1,5.0,1.0,1710b2b0f76dd6326b680487e4d4841c,13214,jundiai,SP,9.964965277777777,18.60673611111111,0,114.78999999999999
e582dcf977363d169153a6bd4a7957cf,00eeecca2b37c96ce302d0428ee46ccf,delivered,2017-03-01 09:49:51,2017-03-01 10:02:23,2017-03-01 11:16:02,2017-03-03 12:14:12,2017-03-22,104.9,11.34,1,1,116.24,1,1,5.0,1.0,71f24e11231b2fe3eb018fbfdaf381df,4534,sao paulo,SP,2.1002430555555556,20.590381944444445,0,116.24000000000001
cb459c6af32347f6dd511553117bd080,7b0b3ff8c45390829d0e80dcc2a0079b,delivered,2017-03-01 09:56:20,2017-03-01 10:05:20,2017-03-01 10:17:03,2017-03-08 14:54:01,2017-03-24,78.75,17.39,1,1,96.14,7,1,5.0,1.0,bf6656ef50e6fd00e7517b01d615b4f3,29104,vila velha,ES,7.206724537037037,22.58587962962963,0,96.14
8cca0783e72515e0e98435af620e38cb,99d720f5d4a0b956177a91e4651f1c7a,delivered,2017-03-01 10:03:51,2017-03-01 10:15:21,2017-03-03 14:34:44,2017-03-09 10:52:02,2017-03-20,169.0,18.47,1,1,187.47,3,1,5.0,1.0,20cf6cb9152c080cf98970a3019e19d0,7866,franco da rocha,SP,8.033460648148148,18.580659722222222,0,187.47
96e46ea85cec2195f5ba671b9b319c81,7eaaeccd5ca09382ddbd7364793f5d55,delivered,2017-03-01 10:08:34,2017-03-01 10:15:23,2017-03-01 15:08:00,2017-03-06 09:17:59,2017-03-22,110.0,14.53,1,1,124.53,1,1,4.0,1.0,bd0f8d6b6bc185debdf79f91ba30fdc6,5020,sao paulo,SP,4.964872685185185,20.577384259259258,0,124.53
