order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,gross_merchandise_value,freight_value,item_count,seller_count,payment_value,payment_installments,payment_types,review_score,review_count,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,actual_delivery_days,promised_delivery_days,is_late,net_revenue
055b1b19fcb7ec836c23f44053344b20,74f84652fb83fc62d4428d8800ac4d4c,delivered,2018-03-01 00:00:00,2018-03-02 02:15:34,2018-03-02 20:28:55,2018-03-06 21:42:02,2018-03-19,28.58,12.48,1,1,41.06,1,1,3.0,1.0,b02bbbe3fb32d0425ca9c9dcd32dcbfd,85817,cascavel,PR,5.904189814814814,18.0,0,41.06
b5b967cc29ff5ce57bb11ffd9c2e9101,fe00a52c6e20dd4cd53891d93b363977,delivered,2018-03-01 00:00:37,2018-03-01 00:10:25,2018-03-07 00:33:54,2018-03-14 12:52:28,2018-03-22,30.21,15.1,1,1,45.31,1,1,4.0,1.0,0a3ce7e05075260fafbc5949285296e3,38300,ituiutaba,MG,13.536006944444445,20.999571759259258,0,45.31
ae825c311734d9ebfd9e6e67a8e3625e,9ed9fc5345920a68a9d9f08fb58e61bc,delivered,2018-03-01 00:09:51,2018-03-01 00:29:05,2018-03-06 23:06:34,2018-03-14 18:41:48,2018-03-19,29.0,12.69,1,1,41.69,1,1,4.0,1.0,8eed85940a1552384f01a841bb679f9a,6767,taboao da serra,SP,13.7721875,17.993159722222224,0,41.69
e3d7c52182ad0917d1d2dd351dc1ef3a,a66532abc4d021fe04fa2a8e8ad63381,delivered,2018-03-01 00:15:48,2018-03-01 00:31:17,2018-03-01 21:18:06,2018-03-09 18:08:34,2018-03-21,64.9,17.16,1,1,82.06,1,1,5.0,1.0,4ec1137be53d7dd7d058f771bbb26251,9782,sao bernardo do campo,SP,8.744976851851852,19.98902777777778,0,82.06
409e6afee2a8d16df0be7d30f6278067,b174fb91c364d103fdbe5b9ccd95a991,delivered,2018-03-01 00:40:25,2018-03-03 02:51:37,2018-03-08 19:52:53,2018-03-18 12:21:02,2018-03-22,499.9,101.29,1,1,601.19,1,1,4.0,1.0,f494b1241d3a74fb58feeb1d6fd23830,7791,cajamar,SP,17.486539351851853,20.97193287037037,0,601.1899999999999
ac8f533b96ef19b111869e752c59a61c,75662c3dd2cfd0fbd4b10232e327e215,delivered,2018-03-01 00:52:45,2018-03-02 02:10:34,2018-03-03 00:05:58,2018-04-10 19:20:59,2018-03-19,204.0,14.45,1,1,218.45,1,1,1.0,1.0,dac134231a54f7f083dbb5db08f915ba,9853,sao bernardo do campo,SP,40.76960648148148,17.963368055555556,1,218.45
5cf545017493456f694c201f5019515b,c02524c62762e2a04a2b936b7f06f16d,delivered,2018-03-01 01:04:05,2018-03-01 01:35:13,2018-03-01 20:49:12,2018-03-12 14:08:57,2018-03-20,78.0,30.2,2,1,108.2,3,1,1.0,1.0,892ac24257898487199e2731484f1dc6,23530,rio de janeiro,RJ,11.545046296296297,18.955497685185186,0,108.2
266ceade77126c8832baca0f856701de,44b8ccd6c1a47281e411eac02c27825e,delivered,2018-03-01 01:44:29,2018-03-02 02:10:55,2018-03-05 23:05:40,2018-03-22 00:14:31,2018-04-02,119.8,20.0,1,1,139.8,1,1,4.0,1.0,6d88f1eb06c52db441363f444b40bf00,31748,belo horizonte,MG,20.93752314814815,31.92744212962963,0,139.8
40940dc8bce0d8f65258a5d2d293038b,b697190995396d442349aa728da58c9a,delivered,2018-03-01 02:35:23,2018-03-01 02:55:23,2018-03-14 17:06:37,2018-04-03 23:31:02,2018-04-04,139.94,30.82,1,1,170.76,3,1,4.0,1.0,df5ff0c899dd19ed568e3e0f716cbe20,22713,rio de janeiro,RJ,33.87197916666667,33.892094907407404,0,170.76
a97db97f3de8482639f040b8e6a81be3,e07998356beee5173909c8a6df66b48b,delivered,2018-03-01 02:46:15,2018-03-01 02:55:29,2018-03-15 01:58:41,2018-03-27 19:27:43,2018-03-19,84.99,16.84,1,1,101.83,2,1,,,308ca2d98630aac1d7fb9b1951cc63d5,21640,rio de janeiro,RJ,26.695462962962964,17.88454861111111,1,101.83
4f77cfb31872d2f1c30def178961585e,8a346ad0d2bed49dd45fc37b28d06f9f,delivered,2018-03-01 04:18:10,2018-03-02 02:31:23,2018-03-02 19:42:27,2018-03-19 16:29:30,2018-04-03,11.6,17.0,1,1,28.6,1,1,5.0,1.0,164133bec0d572ddf77cd5dc7ab9c3c2,22060,rio de janeiro,RJ,18.50787037037037,32.820717592592594,0,28.6
61e5a319032ea9f5d404dd3f2cbe2a8f,6dc3ca63b413933ab4fd6581377a9a7b,delivered,2018-03-01 06:16:16,2018-03-01 06:30:20,2018-03-02 10:04:08,2018-03-06 21:08:41,2018-03-13,99.99,9.51,1,1,109.5,2,1,5.0,1.0,22e0fc8130c88be1e1fb7b144191654b,12942,atibaia,SP,5.6197337962962965,11.738703703703704,0,109.5
9acb81a52c99975f357641bb6886cd8e,915629689eacad2a9b739f4b3807d0e5,delivered,2018-03-01 07:06:52,2018-03-03 02:51:03,2018-03-06 00:29:57,2018-03-15 23:04:17,2018-03-28,49.9,15.1,1,1,65.0,1,1,5.0,1.0,d2b156874cac6a875ac522c1a338dae6,96070,pelotas,RS,14.664872685185186,26.703564814814815,0,65.0
0d3030480b6641db146fb663f52a6d0a,a28ffb71674bd7b87ec0765cb21cbe7b,delivered,2018-03-01 07:23:38,2018-03-02 07:29:04,2018-03-10 00:11:31,2018-03-19 22:51:44,2018-03-21,271.99,18.61,1,1,290.6,8,1,5.0,1.0,a39c967d9cc336e258954dc444525d51,13566,sao carlos,SP,18.644513888888888,19.691921296296297,0,290.6
1f57e9ff5f61f27154f91721393f9615,50074838d31ff6a3560df49cae0d534d,delivered,2018-03-01 07:30:51,2018-03-01 07:45:21,2018-03-01 20:37:09,2018-03-08 16:30:23,2018-03-21,22.9,15.1,1,1,38.0,1,1,5.0,1.0,4f0e9b8953834aaa3b747254ea2e11d1,89114,gaspar,SC,7.374675925925926,19.68690972222222,0,38.0
396ed132c900a336a0cce56dea205a7e,c3dd6dafd176db77fb0b887d83982df9,delivered,2018-03-01 07:34:10,2018-03-03 02:50:37,2018-03-07 18:55:13,2018-03-15 21:21:47,2018-03-23,124.9,18.12,1,1,143.02,1,1,5.0,1.0,69301cc631582d004e6392829adc2ac2,15502,votuporanga,SP,14.574733796296297,21.68460648148148,0,143.02
f3f3b27cca7955c784c143b5886558d3,9ae3ca34775bd0f2a8a7e5915975c1f6,delivered,2018-03-01 07:50:27,2018-03-01 08:09:26,2018-03-06 19:45:29,2018-04-03 23:07:43,2018-03-26,103.9,20.22,1,1,124.12,7,1,1.0,1.0,1fea3244d38e951f0196b2728aee3bdf,74170,goiania,GO,33.63699074074074,24.67329861111111,1,124.12
0f729d432870db7325144a3e078c9dc1,a2fcfc4d53419500023fa293509b129e,delivered,2018-03-01 07:57:24,2018-03-01 09:56:13,2018-03-02 00:04:08,2018-03-05 23:08:46,2018-03-13,29.98,7.78,1,1,37.76,1,1,5.0,1.0,6bdd34652c5ca96ab6cb5d78173d2c27,2349,sao paulo,SP,4.632893518518519,11.668472222222222,0,37.76
0c3190b4838c596fd1d6cd74e0436120,4ab6b9b183a09e503665c331ab76aa17,delivered,2018-03-01 08:02:21,2018-03-01 08:15:27,2018-03-01 19:41:53,2018-03-06 20:55:45,2018-03-13,68.99,8.72,1,1,77.71,1,1,3.0,1.0,ccfd020eaf030301df959b4f09ff45b6,4438,sao paulo,SP,5.537083333333333,11.665034722222222,0,77.71
5f4942fc3a59f2e62ae534f981105954,887b8a65e05f6ac52b0084002f88b30d,delivered,2018-03-01 08:07:37,2018-03-01 08:29:07,2018-03-01 20:12:36,2018-03-07 22:51:51,2018-03-21,45.0,12.48,1,1,57.48,1,1,5.0,1.0,bde6157addccf5749c409e1333ecb108,13045,campinas,SP,6.614050925925926,19.661377314814814,0,57.480000000000004
5451f2c09029166e1682b8f0d0ce98b6,a44362a019fe8b1358893deb2ebdaffd,delivered,2018-03-01 08:11:23,2018-03-01 08:29:03,2018-03-01 23:48:44,2018-03-09 21:08:42,2018-03-22,79.9,16.32,1,1,96.22,8,1,4.0,1.0,af4fa1cf57ef7ad8c28fdb80f86258d0,87200,cianorte,PR,8.53980324074074,20.658761574074074,0,96.22
2e3258f81be08e497abb202cef0c0303,2b52fe2c8577aa99f7dadca0efbaafaa,delivered,2018-03-01 08:11:25,2018-03-01 08:48:25,2018-03-02 21:35:28,2018-03-12 23:26:38,2018-03-19,299.0,18.57,1,1,317.57,8,1,4.0,2.0,af4fa1cf57ef7ad8c28fdb80f86258d0,87200,cianorte,PR,11.63556712962963,17.658738425925925,0,317.57
9ddba77d69c77e988ac02c012a59d058,3547196c69672a750204ffcbc71f186d,delivered,2018-03-01 08:17:59,2018-03-01 09:09:14,2018-03-05 18:54:31,2018-03-08 15:32:58,2018-04-11,329.99,9.56,1,1,339.55,8,1,4.0,1.0,58029ce0f39879b3f38a41ffea3c1720,13250,itatiba,SP,7.30207175925926,40.65417824074074,0,339.55
fe0972da0b118700eb5b1a5063476738,da77bdc7a9873008349cc29b5e877ae6,delivered,2018-03-01 08:23:50,2018-03-01 09:09:15,2018-03-02 21:46:37,2018-03-05 20:15:08,2018-03-13,27.98,15.56,2,1,43.54,1,1,4.0,1.0,4133b4c6a467916af84d6c15cd5aabe5,3388,sao paulo,SP,4.4939583333333335,11.650115740740741,0,43.54
26d54fe728c00ded5d4508383c6293c9,57b9b815e21434834d5377458f1cf483,delivered,2018-03-01 08:25:33,2018-03-03 02:51:28,2018-03-06 16:49:04,2018-03-07 19:53:16,2018-03-13,19.9,8.27,1,1,28.17,1,1,5.0,1.0,eba09274717d18bcadb6fbf9dd6558ed,21615,rio de janeiro,RJ,6.477581018518518,11.648923611111112,0,28.169999999999998
29e24ac120419e4326f0eb7913263af0,7bf997d6e16e6117b8312922c7408e10,delivered,2018-03-01 08:28:39,2018-03-03 02:50:56,2018-03-05 18:54:56,2018-03-28 18:17:22,2018-04-03,69.9,28.89,1,1,98.79,1,1,4.0,1.0,ff3e14860e32acc535aea6a5402d531c,66640,belem,PA,27.40883101851852,32.646770833333335,0,98.79
cf0279ca08c3174b3d12ac64091f859a,4dbc3878aa327e629769b79bfa465bd5,delivered,2018-03-01 08:47:19,2018-03-01 09:09:16,2018-03-02 00:04:10,2018-03-11 12:38:27,2018-03-20,109.8,30.26,2,1,140.06,1,1,5.0,1.0,598303f52e054ede6c3b5d53ba72ff65,88503,lages,SC,10.160509259259259,18.63380787037037,0,140.06
107b6dd80460768e617562eb52b4b9a9,ce376facd77acd7fac4fd003910c53c9,delivered,2018-03-01 08:51:41,2018-03-01 09:09:28,2018-03-06 00:08:39,2018-03-09 22:21:18,2018-03-19,32.5,11.85,1,1,44.35,4,1,4.0,1.0,cc29c5497a58e634a860b219cdbcb2dc,17780,lucelia,SP,8.562233796296296,17.630775462962962,0,44.35
0b39d78b430d574a6eafefe82c11b4a3,3e3aac425794c9d8f210c7fe2daff787,delivered,2018-03-01 09:01:53,2018-03-01 09:15:25,2018-03-10 01:48:30,2018-04-02 23:07:59,2018-03-20,9.9,15.1,1,1,25.0,1,1,2.0,1.0,ddb324b9d7fab6376d67c9939db4c0fc,21320,rio de janeiro,RJ,32.58756944444445,18.623692129629628,1,25.0
89ab5609dfc901cc9824e0a62cbefe59,f84720b872b43060bf682acf0213705e,delivered,2018-03-01 09:10:11,2018-03-01 09:33:11,2018-03-02 20:56:45,2018-04-26 16:32:49,2018-03-23,229.99,18.86,1,1,248.85,4,1,1.0,1.0,3d813c6fc035353a9c632760e2d3703a,26450,japeri,RJ,56.30738425925926,21.617928240740742,1,248.85000000000002
9c023f649696f2561725807e212a584d,73af397c0a94225a2124ed7262c53180,delivered,2018-03-01 09:11:59,2018-03-02 09:09:58,2018-03-27 23:18:52,2018-04-10 19:24:41,2018-03-28,106.0,17.18,1,1,123.18,3,1,1.0,1.0,e165945edfcffcc84b49816dd8f5e7f7,78840,campo verde,MT,40.42548611111111,26.61667824074074,1,123.18
87371766ff552cec9566f0c892cb061d,046ca7ad3a85cbffda0372a4af0c8855,delivered,2018-03-01 09:16:26,2018-03-01 09:33:15,2018-03-09 16:01:45,2018-04-02 20:22:02,2018-04-20,179.94,70.48,1,1,250.42,4,1,5.0,1.0,83ccc88c511948a2ff9399d0b877518a,68590,jacunda,PA,32.46222222222222,49.61358796296296,0,250.42000000000002
7f9cfcd3dfc19a1794d3529db50dc342,087862d99a9290061f333c550aaea1c5,delivered,2018-03-01 09:26:01,2018-03-01 09:35:31,2018-03-02 18:34:09,2018-03-05 17:13:51,2018-03-13,20.9,8.27,1,1,29.17,2,1,4.0,1.0,c84f0f7ca4f81ee75a82f7d666f44357,2962,sao paulo,SP,4.324884259259259,11.60693287037037,0,29.169999999999998
472e314958770ffe7ae241a5af43fd93,bfd64aef91cadd13fb53d56829fe57ee,delivered,2018-03-01 09:28:42,2018-03-01 09:56:00,2018-03-02 23:38:30,2018-03-11 11:18:44,2018-03-19,119.96,47.4,4,1,167.36,2,1,4.0,1.0,8ec5cd31c230817837925dd75bc74eed,13277,valinhos,SP,10.076412037037038,17.605069444444446,0,167.35999999999999
5db63df16698f20500f49faaee15c3d0,a8c0816a11a05bb71a5676d8ef985931,delivered,2018-03-01 09:33:13,2018-03-01 09:56:08,2018-03-09 23:36:56,2018-04-04 22:46:23,2018-03-21,81.0,15.33,1,1,96.33,1,1,1.0,1.0,38ce23c6238a2f9541efbd285c90320f,22221,rio de janeiro,RJ,34.550810185185185,19.60193287037037,1,96.33
6c6f13dc40d95be45c76aad771245a15,e55ceedb8cf0ee98dc7141b6597840db,delivered,2018-03-01 09:38:45,2018-03-02 02:10:54,2018-03-16 17:38:48,2018-04-26 12:27:20,2018-04-04,149.94,49.79,1,1,199.73,1,1,1.0,1.0,301d78467e734866587f0948c3499e91,21031,rio de janeiro,RJ,56.11707175925926,33.59809027777778,1,199.73
12a9a890cc3d7680ca149fd16535fb69,b08b1d914afbe92145d57379083eb6b8,delivered,2018-03-01 09:43:10,2018-03-02 09:49:10,2018-03-02 21:04:56,2018-03-05 19:34:23,2018-03-13,76.9,9.35,1,1,86.25,3,1,5.0,1.0,a3e45f6630ef02c9df3bf98076b01333,6083,osasco,SP,4.41056712962963,11.595023148148147,0,86.25
b5a76447895657ee2fd11c26613f585c,8c0db74e3a6a21cedcaaedcc13e311b1,delivered,2018-03-01 09:55:32,2018-03-01 10:10:38,2018-03-02 19:06:54,2018-03-13 22:22:04,2018-03-21,119.8,27.16,1,1,146.96,2,1,5.0,1.0,b66758e1b20aa0c9ca40a0891edc438c,70610,brasilia,DF,12.518425925925927,19.586435185185184,0,146.96
