order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,gross_merchandise_value,freight_value,item_count,seller_count,payment_value,payment_installments,payment_types,review_score,review_count,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,actual_delivery_days,promised_delivery_days,is_late,net_revenue
0e659173ebf2a1d39e076be9bd0b2872,9333fb1c5675b69afe49a9cf6b91defe,delivered,2017-02-01 08:42:43,2017-02-01 08:55:19,2017-02-03 08:17:54,2017-02-07 16:51:49,2017-03-20,35.0,17.78,1,1,52.78,5,1,1.0,1.0,13aec51202205c662b24202760e93a92,88708,tubarao,SC,6.339652777777777,46.637002314814815,0,52.78
34605af753e44da907f983de0082faaf,3efd5061c7c8d80b80b3f2b3a5e12f48,delivered,2017-02-01 08:42:45,2017-02-01 08:55:21,2017-02-02 04:37:51,2017-02-17 17:32:18,2017-03-14,29.9,17.78,1,1,47.68,4,1,1.0,1.0,13aec51202205c662b24202760e93a92,88708,tubarao,SC,16.367743055555554,40.63697916666667,0,47.68
7a30c15d4766a1dcd8e9cb869cdb328e,628c8188fe28ce092be622bf1361acb7,delivered,2017-02-01 08:45:22,2017-02-01 08:55:18,2017-02-03 15:13:15,2017-02-15 19:37:37,2017-03-20,48.0,22.28,1,1,70.28,1,1,5.0,1.0,4fd565778fe054e28d5aba1088700075,78135,varzea grande,MT,14.45295138888889,46.635162037037034,0,70.28
bf79d036f5374ea92a94c50341ada3da,42da46ef0cdd769b68cea0d88b6bc5ec,delivered,2017-02-01 09:08:09,2017-02-01 09:21:08,2017-02-03 17:08:04,2017-02-07 11:28:10,2017-03-14,129.99,46.4,1,1,176.39,3,1,2.0,1.0,ef057d5e1e98631079064c5b892de94c,23510,rio de janeiro,RJ,6.097233796296297,40.61934027777778,0,176.39000000000001
9209e9a4ad05cf804c49922051fc44d9,e29582b5eb3bee86cc7d5b4f43b63a6a,delivered,2017-02-01 09:08:50,2017-02-02 02:55:16,2017-02-03 15:13:16,2017-02-15 12:47:52,2017-03-20,48.0,22.28,1,1,70.28,1,1,5.0,1.0,4bb740141ad510be830b6c6b7914f25b,44700,jacobina,BA,14.152106481481482,46.61886574074074,0,70.28
35123d3f1c7606f81eb9b60272f907df,0fd45421dff2a32e42a61c73ffe2ad90,delivered,2017-02-01 09:12:31,2017-02-02 02:55:32,2017-02-06 15:55:14,2017-02-13 09:22:34,2017-03-08,26.0,14.52,1,1,40.52,1,1,5.0,1.0,4d7d18a695ea9881e21222e013003bf1,28999,saquarema,RJ,12.006979166666667,34.61630787037037,0,40.519999999999996
1be5aa7ace982878dd1d68b4ed258127,3fee04b174cda902c48f94ac50b0d0a3,delivered,2017-02-01 09:54:31,2017-02-01 10:01:16,2017-02-01 11:09:06,2017-02-06 15:35:18,2017-03-02,48.9,10.96,1,1,59.86,2,1,5.0,1.0,cd2c19552d986262458bd8b02bf15463,35162,ipatinga,MG,5.236655092592593,28.587141203703705,0,59.86
f0704d8911f0469d5abbaf6096052409,8cda4bd14575a660f2bb6638f54857dd,delivered,2017-02-01 10:11:58,2017-02-03 03:41:38,2017-02-08 10:32:48,2017-02-15 15:40:52,2017-03-10,179.9,19.54,1,1,199.44,1,1,5.0,1.0,ba4a2175bec63f868cfba4e6ef36c29a,28030,campos dos goytacazes,RJ,14.228402777777777,36.57502314814815,0,199.44
f4ed6d734bd3faba403a2dfdf49400b0,6768f81d9f31aef88fd9adf5b513982f,delivered,2017-02-01 10:13:10,2017-02-01 10:25:20,2017-02-01 11:01:41,2017-02-13 08:01:18,2017-03-10,10.99,14.52,1,1,25.51,1,1,1.0,1.0,3ba5aa89e06ef7a9b6d247a7137e2436,38819,rio paranaiba,MG,11.908425925925926,36.574189814814815,0,25.509999999999998
af045d3e5d7082db57d5b5dde3c0c97b,a9b9a53638de923fe716af6a58c14a68,delivered,2017-02-01 11:13:37,2017-02-01 11:25:16,2017-02-01 12:25:20,2017-02-07 17:42:48,2017-03-02,26.9,14.52,1,1,41.42,1,1,5.0,1.0,3e867d20c6cca77c63edeb445abb6a7c,27345,barra mansa,RJ,6.270266203703704,28.532210648148148,0,41.42
7489466aa2aad065d81a6b70e516a562,8bcad790cb9a45f7cb07be9ed4765cd9,delivered,2017-02-01 11:42:15,2017-02-01 11:50:25,2017-02-03 11:06:16,2017-02-15 15:14:57,2017-03-10,74.5,15.73,1,1,90.22999999999999,1,2,5.0,1.0,96c8f75306459d1c914f6f702db087f1,16025,aracatuba,SP,14.147708333333334,36.51232638888889,0,90.23
7219b463820695c30f441c2c3e33a393,aabf7f3dd34880c87118c7608e4a5bd6,delivered,2017-02-01 11:53:55,2017-02-01 12:07:02,2017-02-07 09:32:29,2017-02-16 10:54:34,2017-03-10,69.9,17.37,1,1,87.27,1,1,4.0,1.0,f172e87cb8cd89e4e34bce37f28ce713,6263,osasco,SP,14.958784722222223,36.50422453703704,0,87.27000000000001
c6444f5adda5b95c297cbb3badd3a1fd,acf68e15407fbc6e55f3727fe70762bc,delivered,2017-02-01 12:16:34,2017-02-01 12:31:59,2017-02-01 13:30:24,2017-02-08 08:32:55,2017-02-28,36.9,14.52,1,1,51.42,5,1,3.0,1.0,d32f59758ea673e2622867d28cf71549,37440,caxambu,MG,6.8446875,26.48849537037037,0,51.42
cc008d324278200689ee451a547b97c3,35c8b0889f907434cf3cc776569ba7e2,delivered,2017-02-01 12:34:54,2017-02-01 12:54:06,2017-02-06 08:37:51,2017-02-08 15:45:29,2017-03-08,99.9,11.31,1,1,111.21,10,1,4.0,1.0,52efcb176610d4fb077f11a8703f5443,23030,rio de janeiro,RJ,7.132349537037037,34.47576388888889,0,111.21000000000001
b89d3f466656d80cfaa4bf9698218c83,ac197c0eb5cf980ee812fe961476814a,delivered,2017-02-01 12:44:51,2017-02-03 03:41:26,2017-02-06 10:04:38,2017-02-08 09:23:59,2017-03-14,87.9,14.79,1,1,102.69,1,1,5.0,1.0,c45b94dc8921d187eaa93d1bbeca91ab,88357,brusque,SC,6.860509259259259,40.46885416666667,0,102.69
b46a7e15cacce08914d49a6a7ab63270,c484483bc93fb4b372ee28d77c5a5632,delivered,2017-02-01 12:50:24,2017-02-01 13:05:14,2017-02-02 14:55:05,2017-02-08 12:36:28,2017-03-10,148.0,17.78,1,1,165.78,2,1,4.0,1.0,f22f6bb92ae76a7307b3dda917c51de1,13835,conchal,SP,6.990324074074074,36.465,0,165.78
2eed473a355a3965e5a3fbcea0ffa40d,fc87e5c06780700952aa42998a22968f,delivered,2017-02-01 12:59:24,2017-02-02 02:41:25,2017-02-03 15:37:34,2017-02-16 10:41:25,2017-03-14,39.9,26.61,1,1,66.51,1,1,5.0,1.0,d4798889fe74026a739ca0be9d2dccb8,65365,ze doca,MA,14.904178240740741,40.45875,0,66.50999999999999
